,Data Source,Import/Export,Date,HS Code,Product Description,Purchaser,Supplier,Weight,Quantity,Amount,Destination,Origin,Product,Month/Year
652,All of Vietnam,Export,2023-11-25,8109099.0,"""DRIED MANGO, WEIGHT: 0.2KG/BAG, MANUFACTURER: QUANG THAI, TÊN HÀNG TIẾNG VIỆT: XOÀI SẤY""#&VN",Ngoat Dang,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,1.0,0.1,United States of America,Vietnam,Xoài sấy,2023-11
653,All of Vietnam,Export,2023-11-24,8109099.0,"""MANGO DRIED/ XOÀI SẤY DẺO- 350G/1 BAG ,MANUFACTURE: AN VAT DAC SAN BA MIEN ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Ms. Phung Huynh,Công ty TNHH Dịch Vụ Mkc,,36.0,0.4,United States of America,Vietnam,Xoài sấy,2023-11
654,All of Vietnam,Export,2023-11-23,20089990.0,"XOÀI SẤY (DRIED MANGO), 5KG/ BAG ; 4 BAGS /CTN. HÀNG MỚI 100%#&VN",Cocotier Corporation,Công ty TNHH Atl Global,,2000.0,288.4,Philippines,Vietnam,Xoài sấy,2023-11
655,All of Vietnam,Export,2023-11-23,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 5kg- Packing: 5Kg/Bag, 4 Bags/Carton. Hàng mới 100%#&VN",Kdv Group Llc,Công ty TNHH MTV Tam Ngọc,,24600.0,2254.3,Russia,Vietnam,Xoài sấy,2023-11
656,All of Vietnam,Export,2023-11-23,20079990.0,"""DRIED MANGO JAM (MỨT XOÀI), 0.5KG/BAG-MFG: HUU NGHIA FOOD JOINT STOCK COMAPNY,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Truong Hoang Dung Nguyen,Công ty TNHH Dịch Vụ Mkc,,2.0,0.2,United States of America,Vietnam,Xoài sấy,2023-11
657,All of Vietnam,Export,2023-11-23,20089990.0,Xoài sấy dẻo - SOFT DRIED MANGO (100g). Quy cách: 60 túi/ thùng.Hiệu: AROI . Hàng mới 100%#&VN,Pick One Commerce,Công ty TNHH MTV Sản Xuất Thương Mại Và Dịch Vụ Hoàng Tuấn Khoa,,12000.0,213.9,South Korea,Vietnam,Xoài sấy,2023-11
658,All of Vietnam,Export,2023-11-23,20089990.0,"Xoài sấy dẻo - SOFT DRIED MANGO (80g). Quy cách: 10 túi/1 hộp, 5 hộp/thùng.Hiệu: AROI . Hàng mới 100%#&VN",Pick One Commerce,Công ty TNHH MTV Sản Xuất Thương Mại Và Dịch Vụ Hoàng Tuấn Khoa,,30000.0,496.3,South Korea,Vietnam,Xoài sấy,2023-11
659,All of Vietnam,Export,2023-11-23,20089990.0,"Xoài sấy dẻo muối ớt - Soft Dried Mango, 100gr/ bịch, hàng mới 100%#&VN",Danny Hoang Nguyen Pty Ltd,Cty Cổ Phần Bao Bì Bình Tây,,600.0,18.7,Australia,Vietnam,Xoài sấy,2023-11
660,All of Vietnam,Export,2023-11-22,8045022.0,Xoài sấy dẻo (DRIED MANGO) đóng 75 x 100gram/túi Zip/carton. Hàng mới 100%#&VN,Uab Innovation Strategy,Công ty TNHH Sunrise Ins,,202.5,43.2,Vietnam,Vietnam,Xoài sấy,2023-11
661,All of Vietnam,Export,2023-11-21,19059090.0,"""DRIED MANGO ( L ANG FARM ): XOÀI SẤY BRAND: L ANG FARM (400G/BAG) MANUFACTURE: MY NHI COMPANY -HÀNG QUÀ TẶNG, MỚI 100% ""#&VN",Ngoc Nguyen,Công ty TNHH Thương Mại Và Dịch Vụ Đắc Hội,,1.0,0.0,United States of America,Vietnam,Xoài sấy,2023-11
662,All of Vietnam,Export,2024-03-23,20089990.0,XB500#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,20850.0,1447.4,Kazakhstan,Vietnam,Xoài sấy,2024-03
663,All of Vietnam,Export,2024-03-22,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO IN ZIPPER BAG 500GR - Packing: 500Gr/Bag, 20bags/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2531.5,Kazakhstan,Vietnam,Xoài sấy,2024-03
664,All of Vietnam,Export,2023-11-20,20089990.0,XOÀI SẤY DẺO (SOFT DRIED MANGO). HÀNG MỚI 100%#&VN,Uab Baltic Fresh Fruit,Công ty TNHH Atl Global,,12000.0,1694.3,Lithuania,Vietnam,Xoài sấy,2023-11
665,All of Vietnam,Export,2023-11-20,8109099.0,"DRIED MANGO, WEIGHT: 0.5KG/BAG, MFG: DAC SAN NHA MINH, THTV: XOÀI SẤY,HÀNG MỚI 100%#&VN",Tran Duy Hung,Công ty TNHH Thương Mại Dịch Vụ T.T Quốc Tế,,1.0,0.1,Australia,Vietnam,Xoài sấy,2023-11
666,All of Vietnam,Export,2023-11-18,20079990.0,"Xoài khô Dried Mango Slices (500gram/bag) - NCC: NAFARM - MFG: 18.09.2023 - EXP: 18.09.2024 - Origin: Vietnam, hàng quà tặng, mới 100%",Coffee Heist,Công ty TNHH Nhập Khẩu Và Thương Mại Thiên Long,,1.0,0.0,United States of America,Vietnam,Xoài sấy,2023-11
667,All of Vietnam,Export,2023-11-18,8134090.0,"DRIED MANGO 500G/BAG - XOÀI SẤY THANH LONG CO.,LTD -HÀNG QUÀ TẶNG, MỚI 100%#&VN",Mavis Ngo,Cá Nhân - Tổ Chức Không Có Mã Số Thuế,,1.0,0.1,Vietnam,Vietnam,Xoài sấy,2023-11
668,All of Vietnam,Export,2023-11-17,20060000.0,"Xoài xấy dẻo, hiệu LOTUS BRAND, 150g x 70 gói / thùng, (Dried Soft Mango) Hàng Việt Nam sản xuất, Hàng mới 100%#&VN",Golden Star Alliance Pty Ltd T/A Imex International,Công ty TNHH Ptp Imex,,14.0,34.5,Australia,Vietnam,Xoài sấy,2023-11
669,All of Vietnam,Export,2024-03-22,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - tray); Hàng mới 100%#&VN,Llc Global Greenfood,Công ty TNHH Thực Phẩm Nodavi,,10000.0,1177.4,Ukraine,Vietnam,Xoài sấy,2024-03
670,All of Vietnam,Export,2023-11-17,20060000.0,"Quả xoài sấy dẻo (Dried Mango), đã sấy khô. Đóng gói 200g/ bag. Phân phối và đóng gói: Công ty TNHH Thực phẩm P&T Việt Nam. Hạn dùng: 11/2024. Mới 100%. #&VN",Reblossom Inc,Công ty TNHH Thực Phẩm P&T Việt Nam,,2000.0,82.2,South Korea,Vietnam,Xoài sấy,2023-11
671,All of Vietnam,Export,2024-03-22,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,Llc Global Greenfood,Công ty TNHH Thực Phẩm Nodavi,,5000.0,594.9,Ukraine,Vietnam,Xoài sấy,2024-03
672,All of Vietnam,Export,2024-03-22,20089990.0,Xoài sấy dẻo - Dried Mango (250gram - bag); Hàng mới 100%#&VN,Llc Global Greenfood,Công ty TNHH Thực Phẩm Nodavi,,5500.0,667.8,Ukraine,Vietnam,Xoài sấy,2024-03
673,All of Vietnam,Export,2024-03-18,20089990.0,XOÀI SẤY DẺO ( SOFT DRIED MANGO - WHOLE - TYPE): 6000KG (20KG/THUNG=300THUNG)#&VN,Jif International Ltd,Công Ty Cp Nông Nghiệp Hữu Cơ An Phú,,6000.0,787.4,South Korea,Vietnam,Xoài sấy,2024-03
674,All of Vietnam,Export,2024-03-16,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Uab Atlantic Way,Công ty TNHH MTV Tam Ngọc,,17000.0,2064.2,Lithuania,Vietnam,Xoài sấy,2024-03
675,All of Vietnam,Export,2024-03-15,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 5kg - Packing: 5Kg/Bag, 4 Bags/Carton.Hàng mới 100%#&VN",Kdv Group Llc,Công ty TNHH MTV Tam Ngọc,,24600.0,2172.4,Russia,Vietnam,Xoài sấy,2024-03
676,All of Vietnam,Export,2023-11-15,20060000.0,"Xoài sấy dẻo/ Dried soft mango (500grs/bag x 20bags/ctn) - Phi Long, mới 100% #&VN",Dingfeng Importexport S.R.L,Công ty TNHH MTV Sx - Xnk Phi Long,,4000.0,518.6,Italy,Vietnam,Xoài sấy,2023-11
677,All of Vietnam,Export,2024-03-14,20089990.0,XB500M#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,16800.0,1166.3,Kazakhstan,Vietnam,Xoài sấy,2024-03
678,All of Vietnam,Export,2024-03-14,20089990.0,XB500M#&Xoài sấy dẻo - Dried Mango Jes's (500g/bag); Hàng mới 100%#&VN,"Llp ""Asiya Treyd""",CTCP Công Nghệ Thực Phẩm Lương Gia,,51000.0,3540.4,Kazakhstan,Vietnam,Xoài sấy,2024-03
679,All of Vietnam,Export,2024-03-13,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,10000.0,1226.5,Belarus,Vietnam,Xoài sấy,2024-03
680,All of Vietnam,Export,2024-03-13,20089990.0,Xoài sấy dẻo - Dried Mango (300gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,14007.0,1718.0,Belarus,Vietnam,Xoài sấy,2024-03
681,All of Vietnam,Export,2024-03-12,20089990.0,Xoài sấy dẻo - FV_Soft Dried Mango A 80g(New Box). hàng mới 100% #&VN,Ootinterface,Công ty TNHH Quốc Tế L&C,,15600.0,363.5,South Korea,Vietnam,Xoài sấy,2024-03
682,All of Vietnam,Export,2024-03-12,20089990.0,Xoài dẻo - Dried Mango (50gr/ bịch) Sugar free. Hàng không nhãn mác. Hàng mới 100%#&VN,"North Life Co.,Ltd.",CTCP T & C,,7680.0,90.4,Japan,Vietnam,Xoài sấy,2024-03
683,All of Vietnam,Export,2024-03-11,20089990.0,Xoài sấy dẻo / SOFT DRIED MANGO #&VN,Aliments Medaillon Foods Inc.,CTCP Tập Đoàn Tiến Thịnh,,20528.64,3335.6,Canada,Vietnam,Xoài sấy,2024-03
684,All of Vietnam,Export,2023-11-11,8109099.0,"""DRIED MANGO 500G/BAG ,XOÀI SẤY DẺO- PRODUCT OF: VUON HONG LE VAN ,HÀNG TẶNG- MỚI 100%""#&VN",Anna Nguyen (Xinh),Công ty TNHH Dịch Vụ Phương Bình An,,2.0,0.2,United States of America,Vietnam,Xoài sấy,2023-11
685,All of Vietnam,Export,2024-03-09,20089990.0,XVC705M#&Xoài sấy dẻo - Dried Mango Slices (75% - 85%) (70gr/gói x 50 gói/thùng). Hàng mới 100%#&VN,Delpasso Llc,CTCP Công Nghệ Thực Phẩm Lương Gia,,3163.0,1546.3,Russia,Vietnam,Xoài sấy,2024-03
686,All of Vietnam,Export,2023-11-09,8109099.0,"""DRIED MANGO - XOÀI SẤY DẺO (2KG/BAG) ,MFG: TUAN LOAN PROCESSING FACILITY ,HÀNG TẶNG- MỚI 100%""#&VN",Tuan Nguyen,Công ty TNHH Dịch Vụ Phương Bình An,,1.0,0.0,Canada,Vietnam,Xoài sấy,2023-11
687,All of Vietnam,Export,2024-03-07,20089990.0,"Xoài sấy dẻo-Dried Mango, đóng 100 g/bag, 20 bags/carton. Hàng mới 100%#&VN",Viva Premiere General Trading (Br Of Viva Premiere Investment Llc),Công ty TNHH Đầu Tư Thương Mại Dịch Vụ Du Lịch Gốc Việt,,52000.0,1120.2,United Arab Emirates,Vietnam,Xoài sấy,2024-03
688,All of Vietnam,Export,2023-11-09,8045022.0,"Xoài sấy Dried Mango, 1 thùng 40 gói. 1 gói 500gram. Hàng mới 100%#&VN","Pyung Hae Food Co., Ltd",Công ty TNHH Vikingo Việt Nam,,5.0,12.7,South Korea,Vietnam,Xoài sấy,2023-11
689,All of Vietnam,Export,2024-03-07,20089990.0,"Xoài sấy được xếp trong túi , DRIED MANGO IN ZIPPER BAG 500GR - Packing: 500Gr/Bag, 20bags/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2526.3,Kazakhstan,Vietnam,Xoài sấy,2024-03
690,All of Vietnam,Export,2024-03-04,20089990.0,"Xoài sấy được xếp trong khay nhựa , DRIED MANGO IN PLASTIC TRAY 500GR - Packing: 500Gr/Tray, 20 trays/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2526.3,Kazakhstan,Vietnam,Xoài sấy,2024-03
691,All of Vietnam,Export,2024-03-04,20089990.0,"XOÀI SẤY DẺO (DRIED MANGO), 5kgx2/ctn. HÀNG MỚI 100%#&VN",Yulsung Food Lab Inc.,Công ty TNHH Atl Global,,13000.0,1839.4,South Korea,Vietnam,Xoài sấy,2024-03
692,All of Vietnam,Export,2023-11-09,8045022.0,"Xoài sấy dẻo- Dried soft mango, Quy Cách: 500g/túi .Nhãn hiệu: EXPAD. Hàng mới 100%#&VN",Better Living Nutrition Limited,Công ty TNHH Xuất Nhập Khẩu Expad,,240.0,49.0,New Zealand,Vietnam,Xoài sấy,2023-11
693,All of Vietnam,Export,2024-03-03,20089990.0,Xoài thái lát sấy khô gói 85g Mangobana - Mangobana Dried Mango 85g (Stand Zipper bag). Hàng đóng 85g/gói x 20 gói/carton ( N.W:1.7 kg carton - G.W:2.1 kg/carton ).Xx: Việt Nam. Hàng mới 100%#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,100.0,29.4,South Korea,Vietnam,Xoài sấy,2024-03
694,All of Vietnam,Export,2024-03-03,20089990.0,Xoài thái lát sấy khô gói 85g hiệu Royal - Royal Dried Mango 85g. Hàng đóng 85g/gói x 20 gói/carton ( N.W: 1.7 kgs/ carton - G.W: 2.1 kgs/carton ). Xx: Việt Nam. Hàng mới 100%.#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,150.0,44.1,South Korea,Vietnam,Xoài sấy,2024-03
695,All of Vietnam,Export,2023-11-08,9024090.0,"""DRIED MANGO TEA INSTANT: TRÀ HÒA TAN VỊ XOÀI (120G/UNK),MANUFACTURER : TUE TAM CO., LTD ,HÀNG TẶNG- MỚI 100%""#&VN",Thanh Van Phan,Công ty TNHH Dịch Vụ Phương Bình An,,30.0,0.7,United States of America,Vietnam,Xoài sấy,2023-11
696,All of Vietnam,Export,2023-11-08,8109099.0,"""SOFT DRIED MANGO - XOÀI SẤY DẺO (1KG/BAG) ,MANUFACTURED BY: NGOC NHAN BAKERY PROCESSING FACILITY "", HÀNG CÁ NHÂN- MỚI 100%#&VN",Harry Pham,Công ty TNHH Dịch Vụ Phương Bình An,,5.0,0.5,Canada,Vietnam,Xoài sấy,2023-11
697,All of Vietnam,Export,2024-03-03,20089990.0,Xoài thái lát sấy khô gói 45g hiệu Royal - Royal Dried Mango 45g. Hàng đóng 45g/gói x 20 gói/carton ( N.W: 0.9 kgs/ carton - G.W: 1.2kgs/carton ). Xx: Việt Nam. Hàng mới 100%.#&VN,Global Foods Sourcing International,Công ty TNHH Thương Mại Dịch Vụ Nông Sản Diệu Phú,,1612.0,283.4,South Korea,Vietnam,Xoài sấy,2024-03
698,All of Vietnam,Export,2024-03-02,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 500GR - Packing: 500Gr/Bag, 40 Bags/Carton.Hàng mới 100%#&VN",Uab Atlantic Way,Công ty TNHH MTV Tam Ngọc,,24000.0,3047.6,Lithuania,Vietnam,Xoài sấy,2024-03
699,All of Vietnam,Export,2024-03-01,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango, packing: 1 kg x 20 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,6000.0,805.9,Taiwan,Vietnam,Xoài sấy,2024-03
700,All of Vietnam,Export,2023-11-08,8045022.0,"Xoài sấy dẻo (SOFT DRIED MANGO) đóng 4kg/bao PE/carton, 300carton/pallet. Hàng mới 100%#&VN",Sen Yas Sebze Meyve Ith. Ihr. San. Ve Tic. Ltd. Sti.,Công ty TNHH Sunrise Ins,,24.0,2942.1,Turkey,Vietnam,Xoài sấy,2023-11
701,All of Vietnam,Export,2023-11-07,19059080.0,"""MANGO STICKY RICE VACUUM FREEZE DRIED/ XÔI XOÀI SẤY (60G/1 BAG) ,MANUFACTURER: CONG TY TNHH TM-DV ANH ANH ,HÀNG CÁ NHÂN- MỚI 100%""#&VN",Jenny Huynh,Công ty TNHH Dịch Vụ Phương Bình An,,10.0,0.1,United States of America,Vietnam,Xoài sấy,2023-11
702,All of Vietnam,Export,2024-03-01,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango, packing: 3 kg x 4 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,1800.0,241.8,Taiwan,Vietnam,Xoài sấy,2024-03
703,All of Vietnam,Export,2024-03-01,20089990.0,"Xoài sấy dẻo, nhãn hiệu- DRIED MANGO 5kg - Packing: 5Kg/Bag, 4 Bags/Carton.Hàng mới 100%#&VN",Kdv Group Llc,Công ty TNHH MTV Tam Ngọc,,24600.0,2162.6,Russia,Vietnam,Xoài sấy,2024-03
704,All of Vietnam,Export,2024-03-01,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,"Llc ""Prime Mega Food """,Công ty TNHH Thực Phẩm Nodavi,,16000.0,1895.0,Ukraine,Vietnam,Xoài sấy,2024-03
705,All of Vietnam,Export,2024-03-01,20089990.0,Xoài sấy dẻo - Dried Mango (250gram - bag); Hàng mới 100%#&VN,"Llc ""Prime Mega Food """,Công ty TNHH Thực Phẩm Nodavi,,4000.0,483.5,Ukraine,Vietnam,Xoài sấy,2024-03
706,All of Vietnam,Export,2024-02-29,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango, packing: 1 kg x 20 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,6000.0,805.9,Taiwan,Vietnam,Xoài sấy,2024-02
707,All of Vietnam,Export,2024-02-29,20089990.0,"XOÀI SẤY DẺO - Soft Dried Mango, packing: 3 kg x 4 bags/carton, Hàng mới 100%#&VN","Taiwan Rich Village Confectionery Industrial Co., Ltd.",Công ty TNHH Ba Sương Thống Nhất,,1800.0,241.8,Taiwan,Vietnam,Xoài sấy,2024-02
708,All of Vietnam,Export,2024-02-26,20089990.0,XD80T#&Xoài sấy dẻo - Dried Mango (80g); Hàng mới 100%#&VN,"Dole Korea, Ltd.",CTCP Công Nghệ Thực Phẩm Lương Gia,,1680.0,815.2,South Korea,Vietnam,Xoài sấy,2024-02
709,All of Vietnam,Export,2024-02-19,20089990.0,Xoài sấy dẻo - Dried Mango (300gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,3990.0,479.3,Belarus,Vietnam,Xoài sấy,2024-02
710,All of Vietnam,Export,2024-02-19,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - bag); Hàng mới 100%#&VN,Llc Rickmans,Công ty TNHH Thực Phẩm Nodavi,,20000.0,2354.2,Belarus,Vietnam,Xoài sấy,2024-02
711,All of Vietnam,Export,2024-02-05,20089990.0,"Xoài sấy được xếp trong khay nhựa , DRIED MANGO IN PLASTIC TRAY 500GR - Packing: 500Gr/Tray, 20 trays/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2501.6,Kazakhstan,Vietnam,Xoài sấy,2024-02
712,All of Vietnam,Export,2024-02-01,20089990.0,"XOÀI SẤY DẺO (DRIED MANGO), 5KGx2/CTN. HÀNG MỚI 100%#&VN",Yulsung Food Lab Inc.,Công ty TNHH Atl Global,,13000.0,1835.7,South Korea,Vietnam,Xoài sấy,2024-02
713,All of Vietnam,Export,2024-01-31,20089990.0,Xoài sấy dẻo - Dried Mango (250gram - bag); Hàng mới 100%#&VN,"Llc ""Prime Mega Food """,Công ty TNHH Thực Phẩm Nodavi,,6000.0,725.6,Ukraine,Vietnam,Xoài sấy,2024-01
714,All of Vietnam,Export,2023-11-02,20079990.0,"""DRIED MANGO: XOÀI SẤY DẺO (500G/BAG) MANUFACTURER : MAICA FOOD CO,LTD -HÀNG MẪU, MỚI 100% ""#&VN",Thanh Truong,Công ty TNHH Dịch Vụ Mkc,,10.0,0.5,United States of America,Vietnam,Xoài sấy,2023-11
715,All of Vietnam,Export,2024-01-31,20089990.0,Xoài sấy dẻo - Dried Mango (500gram - tray); Hàng mới 100%#&VN,"Llc ""Prime Mega Food """,Công ty TNHH Thực Phẩm Nodavi,,16000.0,1876.2,Ukraine,Vietnam,Xoài sấy,2024-01
716,All of Vietnam,Export,2023-11-02,20089990.0,"Xoài sấy dẻo - Soft Dried Mango. Quy cách: 10kg/túi/ thùng, NSX: 25/09/2023, HSD: 25/09/2024 .Hàng mới 100%#VN#&VN","Ajigen Co.,Ltd",Công ty TNHH Thương Mại Trung Minh Thành,,2000.0,298.4,Japan,Vietnam,Xoài sấy,2023-11
717,All of Vietnam,Export,2023-11-01,20089990.0,Xoài dẻo - Dried Mango (50gr/ bịch). Hàng không nhãn mác. Hàng mới 100%#&VN,"North Life Co.,Ltd.",CTCP T & C,,2880.0,33.8,Japan,Vietnam,Xoài sấy,2023-11
718,All of Vietnam,Export,2024-01-29,20089990.0,"Xoài sấy- Dried mango, Hàng mới 100%#&VN",V. Besana S.P.A,Công ty TNHH Bigitexco,,5.0,708.5,Italy,Vietnam,Xoài sấy,2024-01
719,All of Vietnam,Export,2024-01-29,20089990.0,"Xoài sấy- Dried mango, Hàng mới 100%#&VN",V. Besana S.P.A,Công ty TNHH Bigitexco,,5.0,798.9,Italy,Vietnam,Xoài sấy,2024-01
720,All of Vietnam,Export,2024-01-26,20089990.0,"Xoài sấy được xếp trong khay nhựa , DRIED MANGO IN PLASTIC TRAY 500GR - Packing: 500Gr/Tray, 20 trays/Carton.Hàng mới 100%#&VN","Llc ""Asiya Treyd""",Công ty TNHH MTV Tam Ngọc,,24000.0,2458.0,Kazakhstan,Vietnam,Xoài sấy,2024-01
721,All of Vietnam,Export,2024-01-25,20089990.0,XD80T#&Xoài sấy dẻo - Dried Mango (80g); Hàng mới 100%#&VN,"Dole Korea, Ltd.",CTCP Công Nghệ Thực Phẩm Lương Gia,,840.0,407.0,South Korea,Vietnam,Xoài sấy,2024-01
722,All of Vietnam,Export,2023-10-31,20060000.0,Xoài sấy dẻo - Dried Mango (individual + Silver zip bag) 1 kg/bag x 10 bags/carton. Hàng mới 100%#&VN,Beauty Company S.R.O,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,100.0,18.2,Czechia,Vietnam,Xoài sấy,2023-10
723,All of Vietnam,Export,2023-10-31,20060000.0,Xoài sấy dẻo - Dried Mango (Silver zip bag) 1 kg/bag x 10 bags/carton. Hàng mới 100%#&VN,Beauty Company S.R.O,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,100.0,15.8,Czechia,Vietnam,Xoài sấy,2023-10
724,All of Vietnam,Export,2023-10-31,20060000.0,Xoài sấy dẻo - Dried Mango (Plain PE zip bag) 100 gr/bag x 100 bags/carton. Hàng mới 100%#&VN,Beauty Company S.R.O,Công ty TNHH Thương Mại Chế Biến Nông Sản Thực Phẩm Tuấn Đạt,,5000.0,94.0,Czechia,Vietnam,Xoài sấy,2023-10
725,All of Vietnam,Export,2024-01-24,20089990.0,"XOÀI SẤY DẺO (DRIED MANGO), 5kgx2/ctn. HÀNG MỚI 100%#&VN",Yulsung Food Lab Inc.,Công ty TNHH Atl Global,,13000.0,1832.3,South Korea,Vietnam,Xoài sấy,2024-01
726,All of Vietnam,Export,2023-10-30,20060000.0,"Xoài sấy dẻo thái lát tẩm đường (được nhúng trong nước đường,đã sấy)-DRIED MANGO(CANDIED FRUIT)đã đóng gói hút CK,20kg/thùng. NSX:15.10.23, HSD:12 tháng.CSSX: Cty CP Phú Qúy Gia Việt Nam.Mới 100%#&VN",Dongxing City Chengji Border People'S Mutual Assistance Group,CTCP Phú Quý Gia Việt Nam,,2260.0,127.7,China,Vietnam,Xoài sấy,2023-10
727,All of Vietnam,Export,2023-10-30,20060000.0,"Xoài sấy dẻo thái lát tẩm đường (được nhúng trong nước đường, đã sấy) -DRIED MANGO(CANDIED FRUIT) đã đóng gói, 10kg/thùng. NSX:15.10.23, HSD:12 tháng. CSSX: Cty CP Phú Qúy Gia Việt Nam. Mới 100%#&VN",Dongxing City Chengji Border People'S Mutual Assistance Group,CTCP Phú Quý Gia Việt Nam,,7170.0,405.2,China,Vietnam,Xoài sấy,2023-10
728,All of Vietnam,Export,2023-10-30,20060000.0,"Xoài sấy dẻo thái lát tẩm đường(được nhúng trong nước đường, đã sấy)-DRIED MANGO(CANDIED FRUIT)đã đóng gói hút CK, 10kg/thùng.NSX:15.10.23, HSD:12 tháng.CSSX:Cty CP Phú Qúy Gia Việt Nam.Mới 100%#&VN",Dongxing City Chengji Border People'S Mutual Assistance Group,CTCP Phú Quý Gia Việt Nam,,21070.0,1190.7,China,Vietnam,Xoài sấy,2023-10
729,All of Vietnam,Export,2024-01-19,20089990.0,XOÀI SẤY DẺO ( SOFT DRIED MANGO - WHOLE - TYPE): 6000KG (20KG/THUNG=300THUNG)#&VN,Jif International Ltd,Công Ty Cp Nông Nghiệp Hữu Cơ An Phú,,6000.0,779.9,South Korea,Vietnam,Xoài sấy,2024-01
730,All of Vietnam,Export,2023-10-27,20060000.0,"Quả xoài sấy dẻo (Dried Mango), đã sấy khô. Đóng gói 250g/ bag. Phân phối và đóng gói: Công ty TNHH Thực phẩm P&T Việt Nam. Hạn dùng: 10/2024. Mới 100%. #&VN",Reblossom Inc,Công ty TNHH Thực Phẩm P&T Việt Nam,,500.0,41.4,South Korea,Vietnam,Xoài sấy,2023-10
731,All of Vietnam,Export,2023-10-27,20060000.0,"Quả xoài sấy dẻo (Dried Mango), đã sấy khô. Đóng gói 500g/ bag. Phân phối và đóng gói: Công ty TNHH Thực phẩm P&T Việt Nam. Hạn dùng: 10/2024. Mới 100%. #&VN",Reblossom Inc,Công ty TNHH Thực Phẩm P&T Việt Nam,,200.0,27.8,South Korea,Vietnam,Xoài sấy,2023-10
